EXCEEDANCE_ID,WELL_TEST_ID,EXCEEDANCE_REQUIRED,NOTIFICATION_DATE,NOTIFICATION_METHOD,CREATE_TIMESTAMP,CREATE_USERID
110906,15346,Yes,2016-12-12,Phone,2017-03-15 03:04:08.997000000,BWWT_ETL_Process
110907,15347,No,,,2017-03-15 03:04:14.510000000,BWWT_ETL_Process
110908,15348,Yes,2017-01-19,Letter,2017-03-15 03:04:20.790000000,BWWT_ETL_Process
110909,15349,Yes,2016-11-25,Phone,2017-03-15 03:04:26.353000000,BWWT_ETL_Process
110910,15350,No,,,2017-03-15 03:04:39.237000000,BWWT_ETL_Process
110911,15351,Yes,2016-10-06,Phone,2017-03-15 03:04:45.137000000,BWWT_ETL_Process
110912,15352,Yes,2016-12-12,Phone,2017-03-16 03:04:08.370000000,BWWT_ETL_Process
110913,15353,Yes,2016-12-12,Phone,2017-03-16 03:04:13.697000000,BWWT_ETL_Process
110914,15354,No,,,2017-03-16 03:04:18.813000000,BWWT_ETL_Process
110915,15355,No,,,2017-03-16 03:04:24.340000000,BWWT_ETL_Process
110916,15356,Yes,2016-12-12,Phone,2017-03-16 03:04:30.140000000,BWWT_ETL_Process
110917,15357,Yes,2016-11-21,Phone,2017-03-16 03:04:35.453000000,BWWT_ETL_Process
110918,15358,Yes,2017-01-13,Letter,2017-03-16 03:04:44.283000000,BWWT_ETL_Process
110919,15359,No,,,2017-03-16 03:04:49.560000000,BWWT_ETL_Process
110921,15361,Yes,2017-01-05,Letter,2017-03-18 03:04:12.243000000,BWWT_ETL_Process
110922,15362,No,,,2017-03-18 03:04:17.017000000,BWWT_ETL_Process
110923,15363,Yes,2016-01-03,Letter,2017-03-18 03:04:22.043000000,BWWT_ETL_Process
110924,15364,No,,,2017-03-18 03:04:26.343000000,BWWT_ETL_Process
110925,15365,Yes,2017-01-05,Letter,2017-03-18 03:04:31.410000000,BWWT_ETL_Process
110926,15366,Yes,2017-01-05,Letter,2017-03-18 03:04:36.040000000,BWWT_ETL_Process
110927,15367,No,,,2017-03-18 03:04:41.460000000,BWWT_ETL_Process
110928,15368,No,,,2017-03-18 03:04:46.017000000,BWWT_ETL_Process
110929,15369,No,,,2017-03-18 03:04:53.550000000,BWWT_ETL_Process
110930,15370,Yes,2017-01-05,Letter,2017-03-18 03:04:58.663000000,BWWT_ETL_Process
110931,15371,Yes,2017-01-05,A combination of the above,2017-03-18 03:05:03.717000000,BWWT_ETL_Process
110932,15372,No,,,2017-03-18 03:05:09.263000000,BWWT_ETL_Process
110933,15373,No,,,2017-03-21 03:04:10.750000000,BWWT_ETL_Process
110934,15374,Yes,2017-01-05,Letter,2017-03-21 03:04:16.873000000,BWWT_ETL_Process
110935,15375,Yes,2017-01-05,Letter,2017-03-21 03:04:21.950000000,BWWT_ETL_Process
110936,15376,Yes,2016-12-29,Letter,2017-03-21 03:04:26.807000000,BWWT_ETL_Process
110937,15377,No,,,2017-03-22 03:04:13.513000000,BWWT_ETL_Process
110938,15378,No,,,2017-03-22 03:04:19,BWWT_ETL_Process
110939,15379,Yes,2017-01-11,Letter,2017-03-22 03:04:24.877000000,BWWT_ETL_Process
110940,15380,Yes,2017-01-05,Letter,2017-03-22 03:04:30.330000000,BWWT_ETL_Process
110941,15381,Yes,2017-01-11,A combination of the above,2017-03-22 03:04:37.203000000,BWWT_ETL_Process
110942,15382,No,,,2017-03-22 03:04:42.190000000,BWWT_ETL_Process
110943,15383,No,,,2017-03-22 03:04:48.097000000,BWWT_ETL_Process
110944,15384,No,,,2017-03-22 03:04:54.190000000,BWWT_ETL_Process
110945,15385,No,,,2017-03-22 03:05:00.050000000,BWWT_ETL_Process
110946,15386,Yes,2017-01-11,A combination of the above,2017-03-22 03:05:05.427000000,BWWT_ETL_Process
110947,15387,Yes,2017-01-09,A combination of the above,2017-03-22 03:05:11.690000000,BWWT_ETL_Process
110948,15388,No,,,2017-03-22 03:05:18.113000000,BWWT_ETL_Process
110949,15389,Yes,2017-01-11,A combination of the above,2017-03-22 03:05:24.337000000,BWWT_ETL_Process
110950,15390,Yes,2017-01-05,A combination of the above,2017-03-22 03:05:30.680000000,BWWT_ETL_Process
110951,15391,Yes,2017-01-05,A combination of the above,2017-03-22 03:05:36.773000000,BWWT_ETL_Process
110953,15393,No,,,2017-03-23 03:08:21.953000000,BWWT_ETL_Process
110955,15395,No,,,2017-03-23 03:17:25.890000000,BWWT_ETL_Process
110956,15396,No,,,2017-03-24 03:08:39.507000000,BWWT_ETL_Process
110957,15397,No,,,2017-03-24 03:12:38.220000000,BWWT_ETL_Process
110958,15398,Yes,2017-01-05,Letter,2017-03-24 03:12:44.313000000,BWWT_ETL_Process
110959,15399,No,,,2017-03-24 03:12:49.570000000,BWWT_ETL_Process
110960,15400,No,,,2017-03-24 03:12:56.243000000,BWWT_ETL_Process
110961,15401,Yes,2017-01-18,Letter,2017-03-24 03:13:01.773000000,BWWT_ETL_Process
110962,15402,No,,,2017-03-24 03:13:07.277000000,BWWT_ETL_Process
110963,15403,Yes,2017-01-18,Letter,2017-03-24 03:13:13.093000000,BWWT_ETL_Process
110964,15404,Yes,2013-03-05,Letter,2017-03-24 03:13:18.373000000,BWWT_ETL_Process
110965,15405,Yes,2013-03-05,Letter,2017-03-24 03:13:24.467000000,BWWT_ETL_Process
110966,15406,No,,,2017-03-28 03:04:08.707000000,BWWT_ETL_Process
110967,15407,No,,,2017-03-28 03:04:14.240000000,BWWT_ETL_Process
110968,15408,No,,,2017-03-28 03:04:19.350000000,BWWT_ETL_Process
110969,15409,Yes,2017-01-23,A combination of the above,2017-03-28 03:04:24.170000000,BWWT_ETL_Process
110970,15410,Yes,2017-02-06,A combination of the above,2017-03-28 03:04:29.633000000,BWWT_ETL_Process
110971,15411,No,,,2017-03-29 03:08:40.783000000,BWWT_ETL_Process
110972,15412,Yes,2017-01-29,A combination of the above,2017-03-29 03:09:16,BWWT_ETL_Process
110973,15413,No,,,2017-03-29 03:09:22.700000000,BWWT_ETL_Process
110974,15414,No,,,2017-03-29 03:09:37.530000000,BWWT_ETL_Process
110975,15415,Yes,2017-01-25,A combination of the above,2017-03-29 03:09:43.360000000,BWWT_ETL_Process
110976,15416,Yes,2017-01-25,A combination of the above,2017-03-29 03:09:50.343000000,BWWT_ETL_Process
110977,15417,Yes,2017-01-25,Letter,2017-03-29 03:09:55.867000000,BWWT_ETL_Process
110978,15418,No,,,2017-03-29 03:10:01.560000000,BWWT_ETL_Process
110979,15419,Yes,2017-01-23,Letter,2017-03-29 03:10:07.660000000,BWWT_ETL_Process
110980,15420,Yes,2017-01-23,Letter,2017-03-29 03:10:13,BWWT_ETL_Process
110981,15421,No,,,2017-03-29 03:10:19.630000000,BWWT_ETL_Process
110982,15422,Yes,2017-01-25,A combination of the above,2017-03-29 03:10:25.880000000,BWWT_ETL_Process
110983,15423,Yes,2017-01-29,Letter,2017-03-30 03:04:08.463000000,BWWT_ETL_Process
110984,15424,Yes,2017-01-29,A combination of the above,2017-03-30 03:04:13.970000000,BWWT_ETL_Process
110985,15425,No,,,2017-03-30 03:04:19.863000000,BWWT_ETL_Process
110986,15426,Yes,2017-01-25,Letter,2017-03-30 03:04:25.273000000,BWWT_ETL_Process
110987,15427,No,,,2017-03-30 03:04:31.580000000,BWWT_ETL_Process
110988,15428,No,,,2017-03-30 03:04:37.217000000,BWWT_ETL_Process
110989,15429,No,,,2017-03-30 03:04:43.357000000,BWWT_ETL_Process
110990,15430,Yes,2017-01-29,Letter,2017-03-30 03:06:59.050000000,BWWT_ETL_Process
110991,15431,Yes,2017-01-29,A combination of the above,2017-03-30 03:11:47.160000000,BWWT_ETL_Process
110992,15432,No,,,2017-04-01 03:04:08.717000000,BWWT_ETL_Process
110993,15433,Yes,2017-01-18,Letter,2017-04-01 03:04:17.770000000,BWWT_ETL_Process
110994,15434,No,,,2017-04-01 03:04:24.567000000,BWWT_ETL_Process
110995,15435,Yes,2017-02-03,Letter,2017-04-04 03:08:45.577000000,BWWT_ETL_Process
110996,15436,No,,,2017-04-06 03:04:48.483000000,BWWT_ETL_Process
110997,15437,No,,,2017-04-06 03:04:54.437000000,BWWT_ETL_Process
110998,15438,Yes,2017-01-29,Letter,2017-04-06 03:05:00.770000000,BWWT_ETL_Process
110999,15439,Yes,2017-02-06,A combination of the above,2017-04-06 03:05:06.770000000,BWWT_ETL_Process
111000,15440,Yes,2017-01-29,Letter,2017-04-06 03:05:12.660000000,BWWT_ETL_Process
111001,15441,Yes,2017-01-29,Letter,2017-04-06 03:05:17.397000000,BWWT_ETL_Process
111002,15442,No,,,2017-04-06 03:05:22.677000000,BWWT_ETL_Process
111003,15443,No,,,2017-04-11 03:04:46.640000000,BWWT_ETL_Process
111004,15444,Yes,2017-01-30,Phone,2017-04-11 03:04:52.953000000,BWWT_ETL_Process
111005,15445,No,,,2017-04-11 03:05:03.030000000,BWWT_ETL_Process
111006,15446,No,,,2017-04-11 03:05:13.590000000,BWWT_ETL_Process
111007,15447,Yes,2017-03-30,A combination of the above,2017-04-12 03:04:06.970000000,BWWT_ETL_Process
111008,15448,No,,,2017-04-12 03:04:12.187000000,BWWT_ETL_Process
111009,15449,Yes,2017-01-30,Phone,2017-04-13 03:04:08.807000000,BWWT_ETL_Process
111010,15450,Yes,2017-02-06,Phone,2017-04-19 03:04:09.413000000,BWWT_ETL_Process
111011,15451,No,,,2017-04-25 03:04:12.087000000,BWWT_ETL_Process
111012,15452,Yes,2017-04-20,Letter,2017-04-27 03:04:07.943000000,BWWT_ETL_Process
111013,15453,Yes,2017-04-20,Letter,2017-04-27 03:04:13.403000000,BWWT_ETL_Process
111014,15454,Yes,,Letter,2017-04-27 03:04:18.977000000,BWWT_ETL_Process
111015,15455,Yes,2017-04-20,Letter,2017-04-28 03:04:08.710000000,BWWT_ETL_Process
111016,15456,Yes,2017-03-01,Letter,2017-04-28 03:04:13.370000000,BWWT_ETL_Process
111017,15457,No,,,2017-04-28 03:04:18.257000000,BWWT_ETL_Process
111018,15458,No,,,2017-04-28 03:04:22.780000000,BWWT_ETL_Process
111019,15459,No,,,2017-04-28 03:04:27.913000000,BWWT_ETL_Process
111021,15461,No,,,2017-05-05 03:04:09.333000000,BWWT_ETL_Process
111022,15462,No,,,2017-05-05 03:04:15.770000000,BWWT_ETL_Process
111023,15463,Yes,2017-03-15,Letter,2017-05-05 03:04:22.753000000,BWWT_ETL_Process
111024,15464,No,,,2017-05-05 03:04:28.270000000,BWWT_ETL_Process
111025,15465,Yes,2017-03-20,Letter,2017-05-05 03:04:35,BWWT_ETL_Process
111026,15466,No,,,2017-05-09 03:04:21.053000000,BWWT_ETL_Process
111027,15467,Yes,2017-03-27,Letter,2017-05-09 03:04:29.270000000,BWWT_ETL_Process
111028,15468,No,,,2017-05-09 03:04:34.840000000,BWWT_ETL_Process
111029,15469,No,,,2017-05-09 03:04:39.983000000,BWWT_ETL_Process
111030,15470,No,,,2017-05-09 03:04:46.370000000,BWWT_ETL_Process
111031,15471,Yes,2017-03-20,A combination of the above,2017-05-09 03:04:51.120000000,BWWT_ETL_Process
111032,15472,Yes,2017-04-20,Letter,2017-05-10 03:04:06.377000000,BWWT_ETL_Process
111033,15473,Yes,2017-04-20,A combination of the above,2017-05-10 03:04:09.933000000,BWWT_ETL_Process
111034,15474,No,,,2017-05-12 03:04:11.750000000,BWWT_ETL_Process
111035,15475,Yes,2017-04-28,Letter,2017-05-13 03:04:08.847000000,BWWT_ETL_Process
111036,15476,Yes,2017-04-12,E-mail,2017-05-13 03:04:14.773000000,BWWT_ETL_Process
111037,15477,Yes,2017-04-28,Letter,2017-05-13 03:04:50.607000000,BWWT_ETL_Process
111038,15478,Yes,2017-04-28,Letter,2017-05-13 03:08:05.900000000,BWWT_ETL_Process
111039,15480,Yes,2017-04-28,Letter,2017-05-17 03:04:19.317000000,BWWT_ETL_Process
111040,15481,Yes,2017-05-03,Letter,2017-05-17 03:04:28.893000000,BWWT_ETL_Process
111041,15482,Yes,2017-05-03,Letter,2017-05-17 03:04:36.580000000,BWWT_ETL_Process
111042,15483,No,,,2017-05-19 03:04:09.910000000,BWWT_ETL_Process
111043,15484,Yes,,,2017-05-19 03:04:18.097000000,BWWT_ETL_Process
111044,15485,No,,,2017-05-19 03:04:25.770000000,BWWT_ETL_Process
111045,15486,No,,,2017-05-26 03:04:10.180000000,BWWT_ETL_Process
111046,15487,No,,,2017-05-26 03:04:18.103000000,BWWT_ETL_Process
111047,15488,Yes,2017-05-10,A combination of the above,2017-05-26 03:04:25.627000000,BWWT_ETL_Process
111048,15489,No,,,2017-05-26 03:04:34.627000000,BWWT_ETL_Process
111049,15490,Yes,2017-03-21,Phone,2017-05-27 03:04:10.110000000,BWWT_ETL_Process
111050,15491,Yes,2017-03-24,Phone,2017-05-27 03:04:20.277000000,BWWT_ETL_Process
111051,15492,No,,,2017-05-27 03:04:26.713000000,BWWT_ETL_Process
111052,15493,Yes,2017-03-21,Phone,2017-05-27 03:04:33.027000000,BWWT_ETL_Process
111053,15494,No,,,2017-05-27 03:04:38.923000000,BWWT_ETL_Process
111054,15495,Yes,2017-05-12,A combination of the above,2017-05-30 03:04:11.487000000,BWWT_ETL_Process
111055,15496,Yes,2017-03-21,Phone,2017-05-30 03:04:18.833000000,BWWT_ETL_Process
111056,15497,No,,,2017-05-30 03:04:25.630000000,BWWT_ETL_Process
111057,15498,No,,,2017-05-30 03:04:32.300000000,BWWT_ETL_Process
111058,15499,Yes,2017-03-21,Phone,2017-05-30 03:04:38.943000000,BWWT_ETL_Process
111059,15500,Yes,2017-03-21,Phone,2017-05-30 03:04:44.943000000,BWWT_ETL_Process
111060,15501,No,,,2017-05-31 03:04:10.847000000,BWWT_ETL_Process
111061,15502,No,,,2017-05-31 03:04:18.317000000,BWWT_ETL_Process
111062,15503,No,,,2017-05-31 03:04:26.950000000,BWWT_ETL_Process
111063,15504,No,,,2017-05-31 03:04:33.637000000,BWWT_ETL_Process
111064,15505,No,,,2017-05-31 03:04:41.323000000,BWWT_ETL_Process
111065,15506,Yes,2017-05-19,Letter,2017-06-01 03:04:09.650000000,BWWT_ETL_Process
111066,15507,Yes,2017-05-25,Letter,2017-06-01 03:04:15.430000000,BWWT_ETL_Process
111067,15508,Yes,2017-05-25,Letter,2017-06-01 03:04:21.493000000,BWWT_ETL_Process
111068,15509,Yes,2017-05-03,Letter,2017-06-22 03:04:11.467000000,BWWT_ETL_Process
111069,15510,No,,,2017-06-22 03:04:17.670000000,BWWT_ETL_Process
111070,15511,Yes,2017-05-15,Letter,2017-06-22 03:04:23.670000000,BWWT_ETL_Process
111071,15512,No,,,2017-06-22 03:04:30.250000000,BWWT_ETL_Process
111072,15513,Yes,2017-05-15,Letter,2017-06-22 03:04:36.753000000,BWWT_ETL_Process
111073,15514,No,,,2017-06-22 03:04:43.003000000,BWWT_ETL_Process
111074,15515,Yes,,,2017-06-24 03:04:11.833000000,BWWT_ETL_Process
111075,15516,No,,,2017-06-30 03:04:10.473000000,BWWT_ETL_Process
111076,15517,No,,,2017-07-01 03:04:13.257000000,BWWT_ETL_Process
111077,15518,No,,,2017-07-01 03:04:19.250000000,BWWT_ETL_Process
111078,15519,Yes,2017-06-15,Letter,2017-07-01 03:06:16.730000000,BWWT_ETL_Process
111079,15520,No,,,2017-07-12 03:04:11.943000000,BWWT_ETL_Process
111080,15521,Yes,2017-06-23,Letter,2017-07-12 03:04:18.020000000,BWWT_ETL_Process
111081,15522,Yes,2017-06-23,Letter,2017-07-12 03:04:24.363000000,BWWT_ETL_Process
111082,15523,Yes,2017-06-23,Letter,2017-07-12 03:04:29.780000000,BWWT_ETL_Process
111083,15524,No,,,2017-07-13 03:04:13.030000000,BWWT_ETL_Process
111084,15525,Yes,2017-05-19,Letter,2017-07-13 03:04:19.497000000,BWWT_ETL_Process
111085,15526,No,,,2017-07-14 03:04:39.093000000,BWWT_ETL_Process
111086,15527,Yes,2017-05-17,Letter,2017-07-14 03:04:44.557000000,BWWT_ETL_Process
111087,15528,No,,,2017-07-14 03:04:50.157000000,BWWT_ETL_Process
111088,15529,No,,,2017-07-14 03:04:55.657000000,BWWT_ETL_Process
111089,15530,No,,,2017-07-14 03:05:00.470000000,BWWT_ETL_Process
111090,15531,No,,,2017-07-14 03:05:06.140000000,BWWT_ETL_Process
111091,15532,No,,,2017-08-01 03:04:09.217000000,BWWT_ETL_Process
111092,15533,No,,,2017-08-01 03:04:16.487000000,BWWT_ETL_Process
111093,15534,No,,,2017-08-01 03:04:27.217000000,BWWT_ETL_Process
111094,15535,Yes,2017-05-29,Letter,2017-08-01 03:04:34.397000000,BWWT_ETL_Process
111095,15536,Yes,2017-05-17,Letter,2017-08-01 03:04:40.570000000,BWWT_ETL_Process
111096,15537,Yes,2017-05-29,Letter,2017-08-01 03:04:47.360000000,BWWT_ETL_Process
111097,15538,No,,,2017-08-01 03:04:53.843000000,BWWT_ETL_Process
111098,15539,No,2017-05-29,Letter,2017-08-01 03:05:00.157000000,BWWT_ETL_Process
111099,15540,No,,,2017-08-02 03:04:15.263000000,BWWT_ETL_Process
111100,15541,No,,,2017-08-02 03:04:21.533000000,BWWT_ETL_Process
111101,15542,No,,,2017-08-02 03:04:28.440000000,BWWT_ETL_Process
111102,15543,No,,,2017-08-02 03:04:34.767000000,BWWT_ETL_Process
111103,15544,No,,,2017-08-02 03:04:41.773000000,BWWT_ETL_Process
111104,15545,No,,,2017-08-02 03:04:47.703000000,BWWT_ETL_Process
111105,15546,No,,,2017-08-02 03:04:54.533000000,BWWT_ETL_Process
111106,15547,Yes,2017-07-28,Letter,2017-08-09 03:04:24.633000000,BWWT_ETL_Process
111107,15548,Yes,2017-07-27,Letter,2017-08-09 03:04:30.370000000,BWWT_ETL_Process
111108,15549,Yes,2017-07-05,Letter,2017-08-09 03:04:38.247000000,BWWT_ETL_Process
111109,15550,Yes,2017-07-27,Letter,2017-08-09 03:04:45.887000000,BWWT_ETL_Process
111110,15551,Yes,2017-07-27,Letter,2017-08-09 03:04:51.440000000,BWWT_ETL_Process
111111,15552,Yes,2017-07-28,Letter,2017-08-09 03:04:59.877000000,BWWT_ETL_Process
111112,15553,Yes,2017-07-27,Letter,2017-08-09 03:05:08.190000000,BWWT_ETL_Process
111113,15554,Yes,2017-07-27,Letter,2017-08-09 03:05:13.967000000,BWWT_ETL_Process
111114,15555,Yes,2017-07-27,Letter,2017-08-09 03:05:21.873000000,BWWT_ETL_Process
111115,15558,Yes,2017-06-12,Letter,2017-08-10 03:04:39.477000000,BWWT_ETL_Process
111116,15559,No,,,2017-08-10 03:04:48.180000000,BWWT_ETL_Process
111117,15560,Yes,2017-06-12,Letter,2017-08-10 03:04:54,BWWT_ETL_Process
111118,15561,Yes,2017-06-12,Letter,2017-08-10 03:05:03.053000000,BWWT_ETL_Process
111119,15562,No,,,2017-08-10 03:05:10.227000000,BWWT_ETL_Process
111120,15563,No,,,2017-08-10 03:05:16.760000000,BWWT_ETL_Process
111121,15564,No,,,2017-08-10 03:05:25.493000000,BWWT_ETL_Process
111122,15565,Yes,2017-06-12,Letter,2017-08-10 03:05:31.700000000,BWWT_ETL_Process
111123,15566,Yes,2017-08-03,Letter,2017-08-11 03:04:14.303000000,BWWT_ETL_Process
111124,15567,No,,,2017-08-11 03:04:21.380000000,BWWT_ETL_Process
111125,15568,No,,,2017-08-11 03:04:27.787000000,BWWT_ETL_Process
111126,15569,Yes,,,2017-08-11 03:04:33.710000000,BWWT_ETL_Process
111127,15570,No,,,2017-08-11 03:04:40.303000000,BWWT_ETL_Process
111128,15571,No,,,2017-08-11 03:04:46.490000000,BWWT_ETL_Process
111129,15572,No,,,2017-08-11 03:04:52.787000000,BWWT_ETL_Process
111130,15573,No,,,2017-08-11 03:04:59.273000000,BWWT_ETL_Process
111131,15574,No,,,2017-08-11 03:05:05.523000000,BWWT_ETL_Process
111132,15575,No,,,2017-08-12 03:04:16.870000000,BWWT_ETL_Process
111133,15576,No,,,2017-08-12 03:04:26.663000000,BWWT_ETL_Process
111134,15577,No,,,2017-08-12 03:04:32.687000000,BWWT_ETL_Process
111135,15578,Yes,2017-06-19,A combination of the above,2017-08-12 03:04:37.633000000,BWWT_ETL_Process
111136,15579,No,,,2017-08-15 03:04:15.957000000,BWWT_ETL_Process
111137,15580,No,,,2017-08-15 03:04:22.260000000,BWWT_ETL_Process
111138,15581,No,,,2017-08-15 03:04:28.680000000,BWWT_ETL_Process
111139,15582,No,,,2017-08-22 03:04:16.933000000,BWWT_ETL_Process
111140,15583,No,,,2017-08-22 03:04:23.590000000,BWWT_ETL_Process
111141,15584,No,,,2017-08-22 03:04:29.987000000,BWWT_ETL_Process
111142,15585,No,,,2017-08-22 03:04:35.443000000,BWWT_ETL_Process
111143,15586,No,,,2017-08-22 03:04:40.873000000,BWWT_ETL_Process
111144,15587,No,,,2017-08-22 03:04:45.693000000,BWWT_ETL_Process
111145,15588,Yes,2017-07-04,A combination of the above,2017-08-22 03:04:51.670000000,BWWT_ETL_Process
111146,15589,No,,,2017-08-22 03:04:56.187000000,BWWT_ETL_Process
111147,15590,No,,,2017-08-23 03:04:14.860000000,BWWT_ETL_Process
111148,15591,Yes,2017-07-05,A combination of the above,2017-08-23 03:04:21.080000000,BWWT_ETL_Process
111149,15592,Yes,2017-08-16,Letter,2017-08-25 03:04:13.127000000,BWWT_ETL_Process
111150,15594,Yes,2017-07-11,A combination of the above,2017-09-12 03:04:12.787000000,BWWT_ETL_Process
111151,15595,Yes,2017-07-25,A combination of the above,2017-09-12 03:04:17.853000000,BWWT_ETL_Process
111152,15596,No,,,2017-09-12 03:04:23.900000000,BWWT_ETL_Process
111153,15597,No,,,2017-09-12 03:04:30.010000000,BWWT_ETL_Process
111154,15598,Yes,2017-08-02,A combination of the above,2017-09-12 03:04:35.373000000,BWWT_ETL_Process
111155,15599,Yes,2017-08-02,A combination of the above,2017-09-12 03:04:40.380000000,BWWT_ETL_Process
111156,15600,No,,,2017-09-12 03:04:45.623000000,BWWT_ETL_Process
111157,15601,Yes,2017-07-20,A combination of the above,2017-09-12 03:04:50.560000000,BWWT_ETL_Process
111158,15602,Yes,2017-07-20,A combination of the above,2017-09-12 03:04:55.857000000,BWWT_ETL_Process
111159,15603,Yes,2017-07-20,A combination of the above,2017-09-12 03:05:02.150000000,BWWT_ETL_Process
111160,15604,Yes,2017-07-28,A combination of the above,2017-09-12 03:05:08.090000000,BWWT_ETL_Process
111161,15605,Yes,2017-07-11,A combination of the above,2017-09-13 03:04:10,BWWT_ETL_Process
111162,15606,Yes,2017-07-25,A combination of the above,2017-09-13 03:04:16.703000000,BWWT_ETL_Process
111163,15607,No,,,2017-09-13 03:04:23.987000000,BWWT_ETL_Process
111164,15608,No,,,2017-09-13 03:04:28.493000000,BWWT_ETL_Process
111165,15609,Yes,2017-07-14,Phone,2017-09-14 03:04:12.380000000,BWWT_ETL_Process
111166,15610,Yes,2017-07-14,Phone,2017-09-14 03:04:18.900000000,BWWT_ETL_Process
111167,15611,Yes,,,2017-10-03 03:04:16.830000000,BWWT_ETL_Process
111168,15612,Yes,,,2017-10-03 03:04:23.520000000,BWWT_ETL_Process
111169,15613,Yes,2017-08-08,A combination of the above,2017-10-03 03:04:29.977000000,BWWT_ETL_Process
111170,15614,Yes,2017-07-20,A combination of the above,2017-10-03 03:04:35.697000000,BWWT_ETL_Process
111171,15615,No,,,2017-10-17 03:04:11.860000000,BWWT_ETL_Process
111172,15616,Yes,2017-08-14,Phone,2017-10-17 03:04:17.343000000,BWWT_ETL_Process
111173,15617,No,,,2017-10-17 03:04:24.407000000,BWWT_ETL_Process
111174,15618,No,,,2017-10-17 03:04:30.557000000,BWWT_ETL_Process
111175,15619,Yes,2017-08-14,Phone,2017-10-17 03:04:35.937000000,BWWT_ETL_Process
111176,15620,Yes,2017-08-14,Phone,2017-10-18 03:04:12.353000000,BWWT_ETL_Process
111177,15621,Yes,2017-08-14,Phone,2017-10-18 03:04:19.137000000,BWWT_ETL_Process
111178,15622,No,,,2017-10-18 03:04:26.340000000,BWWT_ETL_Process
111179,15623,No,,,2017-10-18 03:04:32.480000000,BWWT_ETL_Process
111180,15624,Yes,2017-08-24,E-mail,2017-10-18 03:04:39.230000000,BWWT_ETL_Process
111181,15625,Yes,2017-08-24,A combination of the above,2017-10-18 03:04:45.813000000,BWWT_ETL_Process
111182,15626,No,,,2017-10-18 03:04:53.160000000,BWWT_ETL_Process
111183,15627,Yes,2017-08-16,A combination of the above,2017-10-18 03:04:59.727000000,BWWT_ETL_Process
111184,15628,Yes,2017-08-16,A combination of the above,2017-10-18 03:05:05.977000000,BWWT_ETL_Process
111185,15629,Yes,2017-08-25,E-mail,2017-10-25 10:33:21.407000000,BWWT_ETL_Process
111186,15630,Yes,2017-08-25,Phone,2017-10-25 10:33:27.293000000,BWWT_ETL_Process
111187,15631,No,,,2017-10-25 10:33:33.460000000,BWWT_ETL_Process
111188,15632,No,,,2017-10-25 10:33:39.893000000,BWWT_ETL_Process
111189,15633,No,,,2017-10-25 10:33:46.900000000,BWWT_ETL_Process
111190,15634,No,,,2017-10-25 10:33:52.910000000,BWWT_ETL_Process
111191,15635,Yes,,,2017-10-27 03:00:14.327000000,BWWT_ETL_Process
111193,15637,Yes,2017-09-24,Letter,2017-11-30 03:00:13.787000000,BWWT_ETL_Process
111194,15638,Yes,2017-09-24,Letter,2017-11-30 03:00:20.147000000,BWWT_ETL_Process
111195,15639,Yes,2017-09-24,Letter,2017-11-30 03:00:26.287000000,BWWT_ETL_Process
111196,15640,Yes,2017-09-23,Letter,2017-11-30 03:00:32.253000000,BWWT_ETL_Process
111197,15641,Yes,2017-09-23,Letter,2017-11-30 03:00:38.427000000,BWWT_ETL_Process
111198,15642,Yes,2017-09-23,Letter,2017-11-30 03:00:44.660000000,BWWT_ETL_Process
111199,15643,Yes,2017-09-20,Letter,2017-12-01 03:00:11.537000000,BWWT_ETL_Process
111200,15644,Yes,2017-09-20,Letter,2017-12-01 03:00:17.390000000,BWWT_ETL_Process
111201,15645,Yes,2017-10-03,Letter,2017-12-01 03:00:29.397000000,BWWT_ETL_Process
111202,15646,Yes,2017-10-04,Letter,2017-12-02 03:00:07.327000000,BWWT_ETL_Process
111203,15647,Yes,2017-09-25,Letter,2017-12-02 03:00:16.037000000,BWWT_ETL_Process
111204,15648,Yes,2017-11-17,Letter,2017-12-12 03:00:03.803000000,BWWT_ETL_Process
111205,15649,Yes,2017-10-17,Letter,2017-12-12 03:00:10.837000000,BWWT_ETL_Process
111206,15650,Yes,2017-10-17,Letter,2017-12-12 03:00:17.257000000,BWWT_ETL_Process
111207,15651,Yes,2017-11-17,Letter,2017-12-12 03:00:23.303000000,BWWT_ETL_Process
111208,15652,Yes,2017-11-17,Letter,2017-12-12 03:00:30.633000000,BWWT_ETL_Process
111209,15653,Yes,2017-11-17,Letter,2017-12-12 03:00:38.040000000,BWWT_ETL_Process
111210,15654,Yes,2017-11-17,Letter,2017-12-12 03:00:45.150000000,BWWT_ETL_Process
111211,15655,Yes,2017-11-17,Letter,2017-12-12 03:00:52.620000000,BWWT_ETL_Process
111212,15656,Yes,2017-11-17,Letter,2017-12-12 03:00:58.587000000,BWWT_ETL_Process
111213,15657,Yes,2017-11-17,Letter,2017-12-12 03:01:06.073000000,BWWT_ETL_Process
111214,15658,Yes,2017-11-17,Letter,2017-12-12 03:01:12.840000000,BWWT_ETL_Process
111215,15659,Yes,2017-11-17,Letter,2017-12-12 03:01:18.870000000,BWWT_ETL_Process
111216,15660,Yes,2017-12-01,Letter,2018-02-01 03:00:22.937000000,BWWT_ETL_Process
111217,15661,No,,,2018-02-13 03:00:21.393000000,BWWT_ETL_Process
111219,15663,No,,,2018-02-14 03:00:21.120000000,BWWT_ETL_Process
