WQUAL_DETAILS_ID,WELL_TEST_ID,LAB_SAMPLE_NUMBER,LAB_NAME,LAB_LOCATION,RECEIVED_DATE,SAMPLING_LOCATION_DESC,WATER_SAMPLE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID
1216199,14038,4021790,AGAT Laboratories,Calgary,2012-12-12,Valve in pumphouse.,,2013-05-09 01:01:37.013000000,BWWT_ETL_Process
1216200,14039,4003924,AGAT Laboratories,Calgary,2012-12-07,hydrant in well.,,2013-05-09 01:01:42.277000000,BWWT_ETL_Process
1216201,14040,4003926,AGAT Laboratories,Calgary,2012-12-07,Pumpline,,2013-05-09 01:01:48.283000000,BWWT_ETL_Process
1216202,14041,4061831,AGAT Laboratories,Calgary,2013-01-10,1inch off of pressure tank,,2013-05-09 01:01:52.987000000,BWWT_ETL_Process
1216203,14042,4060628,AGAT Laboratories,Calgary,2013-01-08,Valve on pressure tank.,,2013-05-09 01:02:01.077000000,BWWT_ETL_Process
1216204,14044,4060557,AGAT Laboratories,Calgary,2013-01-08,tap in shop,,2013-05-09 01:02:12.460000000,BWWT_ETL_Process
1216205,14045,3979535,AGAT Laboratories,Calgary,2012-11-28,discharge pipe from well,,2013-05-09 01:02:16.953000000,BWWT_ETL_Process
1216206,14046,L1280029-1,ALS Environmental,Calgary,2013-03-19,Hose bib off the east wall of the attached garage.,,2013-05-14 01:00:20.363000000,BWWT_ETL_Process
1216207,14047,L1280029-3,ALS Environmental,Calgary,2013-03-19,3/4 inch ball valve off well line.,Effervescence noticed in the water.,2013-05-14 01:00:29.403000000,BWWT_ETL_Process
1216208,14048,4028108,AGAT Laboratories,Calgary,2012-12-15,North tap on house,,2013-05-14 01:00:34.840000000,BWWT_ETL_Process
1216209,14049,4028110,AGAT Laboratories,Calgary,2012-12-15,Tap in laundry room,,2013-05-14 01:00:41.237000000,BWWT_ETL_Process
1216210,14050,4054372,AGAT Laboratories,Calgary,2013-01-03,Flow pipe from well.,,2013-05-14 01:00:47.540000000,BWWT_ETL_Process
1216211,14051,111204-404,Central Labs,Red Deer,2013-01-07,Tap on the south side of the house,Well pumped murky with no odor,2013-05-15 01:00:13.470000000,BWWT_ETL_Process
1216212,14052,111204-104,Central Labs,Red Deer,2013-01-07,Hydrant northeast of the house,Well pumped clear with no odor,2013-05-15 01:00:20.453000000,BWWT_ETL_Process
1216213,14053,111216-104,Central Labs,Red Deer,2013-01-08,Tap on east side of house,Well pumped clear with a strong odor,2013-05-15 01:00:26.590000000,BWWT_ETL_Process
1216214,14054,111203-304,Central Labs,Red Deer,2013-01-04,From Well in the pasture with a bailer,Collected sample with a bailer and no pump.,2013-05-15 01:00:31.960000000,BWWT_ETL_Process
1216215,14055,111020-104,Central Labs,Red Deer,2012-12-17,Tap on northside of the the garage,Well pumped clear with no odor,2013-05-15 01:00:37.450000000,BWWT_ETL_Process
1216216,14057,111020-304,Central Labs,Red Deer,2012-12-17,Tap on Northside of house,Well pumped clear with no odour,2013-05-15 01:00:50.657000000,BWWT_ETL_Process
1216217,14058,111207-104,Central Labs,Red Deer,2012-12-27,Tap on Southside of shop,Well pumped clear with no odor,2013-05-15 01:00:55.250000000,BWWT_ETL_Process
1216218,14059,111208-104,Central Labs,Red Deer,2012-12-18,From the well with a bailer in the pasture,Well not in use for the winter season,2013-05-24 01:00:12.253000000,BWWT_ETL_Process
1216219,14060,111208-304,Central Labs,Red Deer,2012-12-18,From tap on pressure tank in the well house,Well pumped clear with slight odor detected,2013-05-24 01:00:18.397000000,BWWT_ETL_Process
1216221,14062,111206-104,Central Labs,Red Deer,2013-01-03,From the tap on the southside of the house,Well pumped clear with a bit of an odor,2013-05-24 01:00:31.677000000,BWWT_ETL_Process
1216222,14063,111206-204,Central Labs,Red Deer,2013-01-03,Hose on pump located in the pasture,Well pumped clear with a strong odor,2013-05-24 01:00:37.810000000,BWWT_ETL_Process
1216223,14064,111203-104,Central Labs,Red Deer,2013-01-04,Hydrant beside well located north of shop,Well pumped clear with no odor,2013-05-24 01:00:42.687000000,BWWT_ETL_Process
1216224,14065,111205-104,Central Labs,Red Deer,2013-01-15,Tap on eastside of the house,Well pumped clear with an odor,2013-05-24 01:00:48.520000000,BWWT_ETL_Process
1216225,14068,111209-104,Central Labs,Red Deer,2012-12-19,Tap in shop,Well pumped clear with no odor,2013-05-24 01:01:02.673000000,BWWT_ETL_Process
1216226,14069,111209-304,Central Labs,Red Deer,2012-12-19,Tap on north side of house,Well pumped clear with no odor,2013-05-24 01:01:08.080000000,BWWT_ETL_Process
1216227,14070,111202-704,Central Labs,Red Deer,2012-12-20,Tap on westside of the house,Well pumped clear and no odor,2013-05-24 01:01:14.250000000,BWWT_ETL_Process
1216228,14071,111202-104,Central Labs,Red Deer,2012-12-20,Tap on sink,No accessible tap to bypass the softener.,2013-05-24 01:01:18.620000000,BWWT_ETL_Process
1216229,14072,111202-404,Central Labs,Red Deer,2012-12-20,Tap on west side of the shop,No draw down. Pumped clear with no odor,2013-05-24 01:01:22.793000000,BWWT_ETL_Process
1216230,14073,111234-104,Central Labs,Red Deer,2012-02-01,Tap on casing in the pasture,Well flowed clear and no sediment present,2013-05-24 01:01:28.020000000,BWWT_ETL_Process
1216231,14075,111234-404,Central Labs,Red Deer,2012-02-01,From the line on the casing in the pasture,Well flowed clear with no sediment visible,2013-05-24 01:01:36.397000000,BWWT_ETL_Process
1216232,14076,111215-104,Central Labs,Red Deer,2012-12-28,"Tap on pressure tank, northeast corner of shop",Well pumped clear and no odor present,2013-05-24 01:01:40.857000000,BWWT_ETL_Process
1216233,14077,111207-304,Central Labs,Red Deer,2012-12-27,From hydrant in barn northwest of the house,Well pumped clear with a sulfur odor,2013-05-25 01:00:09.087000000,BWWT_ETL_Process
1216234,14078,111216-304,Central Labs,Red Deer,2013-01-08,Tap on the east side of the residence,Well pumped clear with no odor,2013-05-30 01:00:15.010000000,BWWT_ETL_Process
1216235,14079,111208-604,Central Labs,Red Deer,2012-12-18,From hydrant in well southwest of shop,Well pumped clear,2013-05-30 01:00:21.630000000,BWWT_ETL_Process
1216236,14080,4081805,AGAT Laboratories,Calgary,2013-01-18,from pumpline.,,2013-06-01 01:00:15.790000000,BWWT_ETL_Process
1216237,14081,L1284142-1,ALS Environmental,Calgary,2013-03-28,Faucet on west side of shop,,2013-06-04 01:01:46.793000000,BWWT_ETL_Process
1216238,14082,4036843,AGAT Laboratories,Calgary,2012-12-19,Valve on pressure system.,,2013-06-04 01:01:59.197000000,BWWT_ETL_Process
1216239,14083,4024831,AGAT Laboratories,Calgary,2012-12-14,pumpline,,2013-06-04 01:02:11.800000000,BWWT_ETL_Process
1216240,14084,L1283009-1,ALS Environmental,Calgary,2013-03-26,Hydrant on south side of garage,,2013-06-04 01:02:16.383000000,BWWT_ETL_Process
1216241,14085,111232-704,Central Labs,Red Deer,2013-01-16,From the bathroom tap,Well pumped clear with some odour,2013-06-04 01:02:22.350000000,BWWT_ETL_Process
1216242,14086,111216-504,Central Labs,Red Deer,2013-01-08,From well with a bailer south of old buildings,Well sampled with use of a bailer,2013-06-04 01:02:26.593000000,BWWT_ETL_Process
1216243,14087,111232-104,Central Labs,Red Deer,2013-01-16,Tap on the east side of the house,Well pumped clear with slight odor,2013-06-04 01:02:32.630000000,BWWT_ETL_Process
1216244,14088,111254-104,Central Labs,Red Deer,2013-01-21,From tap before pressure tank in basement,Well pumped clear with slight odor,2013-06-04 01:02:41.337000000,BWWT_ETL_Process
1216245,14089,111254-304,Central Labs,Red Deer,2013-01-21,Hydrant in well house,Well pumped clear with some odor,2013-06-04 01:02:46.743000000,BWWT_ETL_Process
1216246,14090,L1283008-1,ALS Environmental,Calgary,2013-03-26,Faucet on south side of house,,2013-06-04 01:02:51.550000000,BWWT_ETL_Process
1216247,14091,L1284152-1,ALS Environmental,Calgary,2013-03-28,Faucet on north side of house,,2013-06-04 01:02:56.947000000,BWWT_ETL_Process
1216248,14092,111204-604,Central Labs,Red Deer,2013-01-07,From the tap on the house in the yard,Well pumped black and produced black flecks,2013-06-05 01:00:14.810000000,BWWT_ETL_Process
1216249,14093,111250-304,Central Labs,Red Deer,2013-01-17,Tap beside the garage,Well pumped clear with some odor,2013-06-05 01:00:21.617000000,BWWT_ETL_Process
1216250,14094,111232-504,Central Labs,Red Deer,2013-01-16,Tap on west side of house,Well pumped clear with some odor,2013-06-05 01:00:27.503000000,BWWT_ETL_Process
1216251,14095,111205-604,Central Labs,Red Deer,2013-01-15,Tap on south side of church,Well pumped clear with slight odor,2013-06-05 01:00:32.030000000,BWWT_ETL_Process
1216252,14096,111250-104,Central Labs,Red Deer,2013-01-17,From the south side of the residence,Well pumped clear with some odor,2013-06-05 01:00:38.940000000,BWWT_ETL_Process
1216253,14097,111205-304,Central Labs,Red Deer,2013-01-15,From the hydrant to the southeast of arena,Well pumped light grey with some odor,2013-06-05 01:00:43.447000000,BWWT_ETL_Process
1216254,14098,111232-304,Central Labs,Red Deer,2013-01-16,Tap on west side of house,Well pumped clear with slight odor,2013-06-05 01:00:48.137000000,BWWT_ETL_Process
1216255,14099,L1296249-1,ALS Environmental,Calgary,2013-05-01,Sediment valve on tank tee,,2013-06-19 01:00:14.670000000,BWWT_ETL_Process
1216256,14100,L1300214-1,ALS Environmental,Calgary,2013-05-10,Sediment valve on tank tee,,2013-06-19 01:00:22.273000000,BWWT_ETL_Process
1216257,14101,L1296268-1,ALS Environmental,Calgary,2013-05-01,Faucet on north side of house,,2013-06-19 01:00:27.890000000,BWWT_ETL_Process
1216258,14102,L1298202-1,ALS Environmental,Calgary,2013-05-07,Valve from tank tee,,2013-06-19 01:00:33.977000000,BWWT_ETL_Process
1216259,14103,L1298965-1,ALS Environmental,Calgary,2013-05-08,Hydrant northeast of house,,2013-06-19 01:00:40.220000000,BWWT_ETL_Process
1216260,14104,L1299634-1,ALS Environmental,Calgary,2013-05-09,Faucet on west side of house,,2013-06-21 11:06:08.567000000,BWWT_ETL_Process
1216261,14105,L1302610-1,ALS Environmental,Calgary,2013-05-16,Faucet of kitchen sink,,2013-06-21 11:06:15.827000000,BWWT_ETL_Process
1216262,14106,L1305529-1,ALS Environmental,Calgary,2013-05-23,Faucet of kitchen sink,,2013-06-21 11:06:22.297000000,BWWT_ETL_Process
1216263,14107,L1307568-1,ALS Environmental,Calgary,2013-05-28,Faucet on east side of house,,2013-06-21 11:06:27.410000000,BWWT_ETL_Process
1216264,12481,603036-1,Bodycote Testing Group,Edmonton,2008-02-20,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:00:36.840000000,BWWT_ETL_Process
1216265,11057,889730; 889732,AGAT Laboratories,Edmonton,2008-01-23,[unknown],,2013-07-09 10:00:40.267000000,BWWT_ETL_Process
1216266,12308,889728,AGAT Laboratories,Edmonton,2008-01-23,,Sample submitted by hydrogeological consultants ltd (HCL).,2013-07-09 10:00:44.527000000,BWWT_ETL_Process
1216267,4606,578326-2,Bodycote Testing Group,Edmonton,2007-10-03,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:00:48.407000000,BWWT_ETL_Process
1216268,5938,1025183,AGAT Laboratories,Edmonton,2008-07-15,,Lot ID: 08E283478 /// Sample collected by hydrogeological consultants ltd. (HCL),2013-07-09 10:00:51.580000000,BWWT_ETL_Process
1216269,7519,567108-2,Bodycote Testing Group,Edmonton,2007-08-15,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:00:55.363000000,BWWT_ETL_Process
1216270,7786,567108-3,Bodycote Testing Group,Edmonton,2007-08-15,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:00:57.807000000,BWWT_ETL_Process
1216271,5135,575225-1,Bodycote Testing Group,Edmonton,2007-09-20,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:01:00.427000000,BWWT_ETL_Process
1216272,5936,625006-1; 625006-2,Bodycote Testing Group,Edmonton,2008-06-13,,Sample collected by Webs Consulting Inc. /// Gas Analysis - Not Air Corrected - Total Reduced Sulfur Analysis of Natural Gas Hydrogen Sulfide listed as a Calculated Value (ppm).,2013-07-09 10:01:03.230000000,BWWT_ETL_Process
1216273,6844,549663-1; 549663-2,Bodycote Testing Group,Edmonton,2007-05-30,,Sample collected by Darcy's Drilling Services Ltd. /// Gas sample not submitted for isotopic testing by Bodycote due to low methane conentration.,2013-07-09 10:01:05.530000000,BWWT_ETL_Process
1216274,12312,612235-1,Bodycote Testing Group,Edmonton,2008-04-08,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:07.953000000,BWWT_ETL_Process
1216275,12484,611962-1,Bodycote Testing Group,Edmonton,2008-04-08,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:10,BWWT_ETL_Process
1216276,4247,626288-1,Bodycote Testing Group,Edmonton,2008-06-19,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:01:12.863000000,BWWT_ETL_Process
1216277,4313,612579-1,Bodycote Testing Group,Edmonton,2008-04-11,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:15.157000000,BWWT_ETL_Process
1216278,10943,612235-2,Bodycote Testing Group,Edmonton,2008-04-09,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:17.630000000,BWWT_ETL_Process
1216279,10945,624932-2,Bodycote Testing Group,Edmonton,2008-06-12,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:19.853000000,BWWT_ETL_Process
1216280,6474,624932-1,Bodycote Testing Group,Edmonton,2008-06-12,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:21.990000000,BWWT_ETL_Process
1216281,12460,563784-1,Bodycote Testing Group,Edmonton,2007-07-31,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:01:24.507000000,BWWT_ETL_Process
1216282,6007,583667-3,Bodycote Testing Group,Edmonton,2007-10-26,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:27.063000000,BWWT_ETL_Process
1216283,12446,583667-4,Bodycote Testing Group,Edmonton,2007-10-26,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:29.270000000,BWWT_ETL_Process
1216284,7798,535864-1; 536709-1,Norwest Labs,Edmonton,2007-03-28,,Sampled by Webs Consulting Inc /Micro analysis resampled. Original samples submitted to lab rec'd above recomend holding temperature. Micro results reported from separate sampling event (536709-1),2013-07-09 10:01:31.913000000,BWWT_ETL_Process
1216285,6743,521020-1,Norwest Labs,Edmonton,2007-01-23,,Sample collected by hydrogeological consultants ltd. (HCL).,2013-07-09 10:01:34.130000000,BWWT_ETL_Process
1216286,6024,567111-1,Bodycote Testing Group,Edmonton,2007-08-15,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:36.420000000,BWWT_ETL_Process
1216287,4896,603285-2,Bodycote Testing Group,Edmonton,2008-02-21,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:38.923000000,BWWT_ETL_Process
1216288,4684,603285-1,Bodycote Testing Group,Edmonton,2008-02-21,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:01:41.323000000,BWWT_ETL_Process
1216289,4685,465767-1,Norwest Labs,Edmonton,2006-05-23,,,2013-07-09 10:01:43.660000000,BWWT_ETL_Process
1216290,8770,465767-2,Norwest Labs,Edmonton,2006-05-23,,,2013-07-09 10:01:46.707000000,BWWT_ETL_Process
1216291,7130,566488-1,Bodycote Testing Group,Edmonton,2007-08-13,,Sample collected by Runwell Flow Testing Ltd.,2013-07-09 10:01:49.203000000,BWWT_ETL_Process
1216292,12461,566488-2,Bodycote Testing Group,Edmonton,2007-08-13,,Sample collected by Runwell Flow Testing Ltd.,2013-07-09 10:01:51.417000000,BWWT_ETL_Process
1216293,9834,582722-3,Bodycote Testing Group,Edmonton,2007-10-23,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:01:53.907000000,BWWT_ETL_Process
1216294,6341,593088-2,Bodycote Testing Group,Edmonton,2007-12-17,,Sample collected by Runwell Flow Testing Ltd.,2013-07-09 10:01:56.077000000,BWWT_ETL_Process
1216295,4042,557443-1,Bodycote Testing Group,Edmonton,2007-07-05,,Sample collected by JAG & SONS CONSULTING LTD.,2013-07-09 10:01:58.330000000,BWWT_ETL_Process
1216296,8683,554617-1,Bodycote Testing Group,Edmonton,2007-06-21,Pressure Tank,Sample collected by Jags & Sons Consulting Ltd.,2013-07-09 10:02:00.433000000,BWWT_ETL_Process
1216297,8676,555082-1,Bodycote Testing Group,Edmonton,2007-06-25,[unknown],Sample collected by JAGS AND SONS CONSULTING LTD. for Clear Environmental Solutions.,2013-07-09 10:02:03.410000000,BWWT_ETL_Process
1216298,6841,584920-3,Bodycote Testing Group,Edmonton,2007-11-01,,,2013-07-09 10:02:06.080000000,BWWT_ETL_Process
1216299,8066,554220-1,Bodycote Testing Group,Edmonton,2007-06-20,,,2013-07-09 10:02:09.010000000,BWWT_ETL_Process
1216300,8680,552646-1,Bodycote Testing Group,Edmonton,2007-06-13,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:02:12.027000000,BWWT_ETL_Process
1216301,4059,554230-1,Bodycote Testing Group,Edmonton,2007-06-20,,,2013-07-09 10:02:14.370000000,BWWT_ETL_Process
1216302,6038,604057-1,Bodycote Testing Group,Edmonton,2008-02-26,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:02:16.753000000,BWWT_ETL_Process
1216303,6710,567107-1,Bodycote Testing Group,Edmonton,2007-08-15,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:02:19.340000000,BWWT_ETL_Process
1216304,7129,567107-1,Bodycote Testing Group,Edmonton,2007-08-15,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:02:21.530000000,BWWT_ETL_Process
1216305,7128,577648-4,Bodycote Testing Group,Edmonton,2007-10-01,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:02:23.740000000,BWWT_ETL_Process
1216306,4419,565179-1,Bodycote Testing Group,Edmonton,2007-08-07,,,2013-07-09 10:02:25.927000000,BWWT_ETL_Process
1216307,5669,892784,AGAT Laboratories,Edmonton,2008-01-30,,,2013-07-09 10:02:28.453000000,BWWT_ETL_Process
1216308,4032,585129-1,Bodycote Testing Group,Edmonton,2007-11-01,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:02:30.693000000,BWWT_ETL_Process
1216309,5133,583595-1,Bodycote Testing Group,Edmonton,2007-10-25,,,2013-07-09 10:02:32.897000000,BWWT_ETL_Process
1216310,4728,551956-1,Bodycote Testing Group,Edmonton,2007-06-11,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:02:35.163000000,BWWT_ETL_Process
1216311,4047,553971-1,Bodycote Testing Group,Edmonton,2007-06-19,,,2013-07-09 10:02:38.237000000,BWWT_ETL_Process
1216312,6039,909698,AGAT Laboratories,Edmonton,2008-03-03,,Sample collected by hydrogeological consultants ltd.,2013-07-09 10:02:40.977000000,BWWT_ETL_Process
1216313,12311,919728,AGAT Laboratories,Edmonton,2008-03-17,,Sampled collected by hydrogeological consultants ltd. (Lot ID: 08E264690),2013-07-09 10:02:43.237000000,BWWT_ETL_Process
1216314,4140,584192-2,Bodycote Testing Group,Edmonton,2007-10-29,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:02:45.387000000,BWWT_ETL_Process
1216315,7230,582949-1,Bodycote Testing Group,Edmonton,2007-10-24,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:02:47.820000000,BWWT_ETL_Process
1216316,4413,582949-2,Bodycote Testing Group,Edmonton,2007-10-24,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:02:50.270000000,BWWT_ETL_Process
1216317,12281,561903-2,Bodycote Testing Group,Edmonton,2007-07-24,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:02:52.820000000,BWWT_ETL_Process
1216318,4293,570588-1,Bodycote Testing Group,Edmonton,2007-08-30,,Sample collected by Darcy's Drilling Services Ltd.,2013-07-09 10:02:55.083000000,BWWT_ETL_Process
1216319,6327,566493-4,Bodycote Testing Group,Edmonton,2007-08-13,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:02:57.407000000,BWWT_ETL_Process
1216320,4143,566493-1,Bodycote Testing Group,Edmonton,2007-08-13,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:02:59.720000000,BWWT_ETL_Process
1216321,12452,567123-1,Bodycote Testing Group,Edmonton,2007-08-16,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:03:03.130000000,BWWT_ETL_Process
1216322,4462,583389-1,Bodycote Testing Group,Edmonton,2007-10-25,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:03:05.383000000,BWWT_ETL_Process
1216323,4354,560330-1,Bodycote Testing Group,Edmonton,2007-07-17,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:03:07.990000000,BWWT_ETL_Process
1216324,5910,558652-2,Bodycote Testing Group,Edmonton,2007-07-10,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:03:10.790000000,BWWT_ETL_Process
1216325,7393,581846-3,Bodycote Testing Group,Edmonton,2007-10-19,,,2013-07-09 10:03:13.060000000,BWWT_ETL_Process
1216326,5494,581846-2,Bodycote Testing Group,Edmonton,2007-10-19,,,2013-07-09 10:03:15.347000000,BWWT_ETL_Process
1216327,12288,596108-1,Bodycote Testing Group,Edmonton,2008-01-10,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:03:17.663000000,BWWT_ETL_Process
1216328,6723,586202-1,Bodycote Testing Group,Edmonton,2007-11-07,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:03:20.280000000,BWWT_ETL_Process
1216329,9860,898596,AGAT Laboratories,Edmonton,2008-02-06,[unknown],,2013-07-09 10:03:22.810000000,BWWT_ETL_Process
1216330,9850,585968-2,Bodycote Testing Group,Edmonton,2007-11-06,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:03:25.123000000,BWWT_ETL_Process
1216331,4292,585968-1,Bodycote Testing Group,Edmonton,2007-11-06,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:03:27.547000000,BWWT_ETL_Process
1216332,10246,555246-1,Bodycote Testing Group,Edmonton,2007-06-25,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:03:30,BWWT_ETL_Process
1216333,8685,569158-1,Bodycote Testing Group,Edmonton,2007-08-25,,Sample collected by Darcy's Drilling Services Ltd.,2013-07-09 10:03:32.350000000,BWWT_ETL_Process
1216334,7788,559321-1,Bodycote Testing Group,Edmonton,2007-07-12,,,2013-07-09 10:03:34.837000000,BWWT_ETL_Process
1216335,8702,557611-1,Bodycote Testing Group,Edmonton,2007-07-06,Well Head,Groundwater sample collected by WEBS Consulting Inc.,2013-07-09 10:03:37.377000000,BWWT_ETL_Process
1216336,7797,577941-1,Bodycote Testing Group,Edmonton,2007-10-02,,Sample collected by Mar-Wayne Water Well Drilling Services Ltd.,2013-07-09 10:03:39.683000000,BWWT_ETL_Process
1216337,4599,555235-1,Bodycote Testing Group,Edmonton,2007-06-25,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:03:41.980000000,BWWT_ETL_Process
1216338,10245,574542-2,Bodycote Testing Group,Edmonton,2007-09-18,,"Sample collected by Lousana Water Wells (1987) Ltd. Due to laboratory courier error, microbiological samples were received past the holding time; therefore, meaningful results could not be obtained.",2013-07-09 10:03:44.167000000,BWWT_ETL_Process
1216339,6663,574973-1,Bodycote Testing Group,Edmonton,2007-09-19,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:03:46.533000000,BWWT_ETL_Process
1216340,6461,550624-2,Bodycote Testing Group,Edmonton,2007-06-05,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:03:49.463000000,BWWT_ETL_Process
1216341,9852,575109-1,Bodycote Testing Group,Edmonton,2007-09-20,,,2013-07-09 10:03:52.150000000,BWWT_ETL_Process
1216342,10073,582260-1; 582260-2,Bodycote Testing Group,Edmonton,2007-10-22,,Gas sample not submitted for isotopic testing by Bodycote due to low methane conentration.,2013-07-09 10:03:54.597000000,BWWT_ETL_Process
1216343,4058,582240-2,Bodycote Testing Group,Edmonton,2007-10-22,,,2013-07-09 10:03:56.907000000,BWWT_ETL_Process
1216344,7127,582240-1,Bodycote Testing Group,Edmonton,2007-10-22,,,2013-07-09 10:03:59.270000000,BWWT_ETL_Process
1216345,6324,574974-1,Bodycote Testing Group,Edmonton,2007-09-19,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:04:01.620000000,BWWT_ETL_Process
1216346,4612,556181-2,Bodycote Testing Group,Edmonton,2007-06-28,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:04:04.223000000,BWWT_ETL_Process
1216347,10231,582266-1,Bodycote Testing Group,Edmonton,2007-10-22,,,2013-07-09 10:04:06.617000000,BWWT_ETL_Process
1216348,4035,568085-1,Bodycote Testing Group,Edmonton,2007-08-20,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:04:09.597000000,BWWT_ETL_Process
1216349,4734,568085-2,Bodycote Testing Group,Edmonton,2007-08-20,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:04:11.873000000,BWWT_ETL_Process
1216350,7040,567447-1,Bodycote Testing Group,Edmonton,2007-08-16,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:04:14.150000000,BWWT_ETL_Process
1216351,4349,577957-1,Bodycote Testing Group,Edmonton,2007-10-02,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:04:16.530000000,BWWT_ETL_Process
1216352,4869,547649-1,Norwest Labs,Edmonton,2007-05-23,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:04:18.820000000,BWWT_ETL_Process
1216353,6031,565776-2,Bodycote Testing Group,Edmonton,2007-08-09,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:04:21.243000000,BWWT_ETL_Process
1216354,7530,586943-1,Bodycote Testing Group,Edmonton,2007-11-12,,Sample collected by WEBS Consulting Inc.,2013-07-09 10:04:23.370000000,BWWT_ETL_Process
1216355,5933,902382,AGAT Laboratories,Edmonton,2008-02-19,,Sample collected by MaJek Well Services Ltd. (Lot ID: 08E260814),2013-07-09 10:04:25.493000000,BWWT_ETL_Process
1216356,10255,583594-1,Bodycote Testing Group,Edmonton,2007-10-25,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:04:28.107000000,BWWT_ETL_Process
1216357,4461,582977-1,Bodycote Testing Group,Edmonton,2007-10-24,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:04:30.300000000,BWWT_ETL_Process
1216358,6727,589345-1,Bodycote Testing Group,Edmonton,2007-11-23,,,2013-07-09 10:04:32.993000000,BWWT_ETL_Process
1216359,7391,583597-1,Bodycote Testing Group,Edmonton,2007-10-25,,Sample collected by Lousana Water Wells (1987) Ltd.,2013-07-09 10:04:35.417000000,BWWT_ETL_Process
1216360,8082,581693-1; 582014-1,Bodycote Testing Group,Edmonton,2007-10-17,,Sampled by WEBS Consulting Inc /Micro analysis resampled. Original samples submitted to lab rec'd above recomend holding temperature. Micro results reported from separate sampling event (October 17,2013-07-09 10:04:37.873000000,BWWT_ETL_Process
1216361,6328,565485-1,Bodycote Testing Group,Edmonton,2007-08-08,,Sample collected by MaJek Well Services Ltd.,2013-07-09 10:04:40.443000000,BWWT_ETL_Process
1216362,5662,563059-1,Bodycote Testing Group,Edmonton,2007-07-29,[unknown],,2013-07-09 10:04:43.003000000,BWWT_ETL_Process
1216363,7137,563059-2,Bodycote Testing Group,Edmonton,2007-07-29,[unknown],,2013-07-09 10:04:45.417000000,BWWT_ETL_Process
