FIELD_NOTES_ID,WELL_TEST_ID,COMMENT_CATEGORY,ODOUR_CAT,FIELD_NOTE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID,H2S_TESTED,MODEL_PREDICTION
1126417,9686,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good (Landowners do not drink the water)    
ODOUR:  Good 
COLOUR:  Good
SEDIMENT:  Fair (not much) 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5722379 m, EASTING 0326768 m",38:47.7,CONVERSION,0,0
1126427,6125,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720765 m, EASTING 0328747 m",38:47.7,CONVERSION,0,0
1126437,5289,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Poor (high in iron and sodium)    
ODOUR:  Poor 
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Carbon Filter

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720510 m, EASTING 0328759 m",38:47.7,CONVERSION,0,1
1126447,11224,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Good (with treatment)  
COLOUR:  Good
SEDIMENT:  Good (when in use)
GAS OBSERVED IN WATER:  Yes

Pump System:  Submersible
Water Treatment:  Iron and Softener

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720036 m, EASTING 0327712 m",38:47.7,CONVERSION,0,0
1126457,10800,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Good (with treatment)  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  Yes

Pump System:  Submersible
Water Treatment:  Iron and Softener

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720042 m, EASTING 0327584 m",38:47.7,CONVERSION,0,0
1126467,9464,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good (with treatment)    
ODOUR:  Good (with treatment)  
COLOUR:  Good
SEDIMENT:  Fair
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Chlorine Injection, Triple Filter System

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5718425 m, EASTING 0329800 m",38:47.7,CONVERSION,0,0
1126477,12174,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good (with treatment, some iron)    
ODOUR:  Fair (iron odour)  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Reverse Osmosis Unit and Chlorination Unit

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5695035 m, EASTING 0303536 m",38:47.7,CONVERSION,0,1
1126487,11264,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair (Sodium and Iron)    
ODOUR:  Fair (H2S odour)  
COLOUR:  Fair
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Sediment Filter

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5722218 m, EASTING 0325165 m",38:47.7,CONVERSION,0,1
1126497,8457,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Fair (when pumped hard) 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719956 m, EASTING 0328563 m",38:47.7,CONVERSION,0,0
1126547,11265,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good
ODOUR:  Good 
COLOUR:  Fair
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Softener

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719852 m, EASTING 0331948 m",38:47.7,CONVERSION,0,0
1126617,9596,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  No Comment (Landowners do not drink the water; used for stock only)    
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5723034 m, EASTING 0325335 m",38:47.7,CONVERSION,0,0
1126627,6126,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  No Comment (Landowners do not drink the water)    
ODOUR:  Poor (H2S odour)  
COLOUR:  Fair (grey in colour)
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5723246 m, EASTING 0325344 m",38:47.7,CONVERSION,0,1
1126637,10734,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good (H2S odour once in a while)  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  Yes

Pump System:  Jet 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5642690 m, EASTING 0316673 m",38:47.7,CONVERSION,0,1
1126647,11752,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Good 
COLOUR:  Good 
SEDIMENT:  Fair 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Iron

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720161 m, EASTING 0330393 m",38:47.7,CONVERSION,0,0
1126657,9314,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair(H2S taste)    
ODOUR:  Fair (H2S odour)  
COLOUR:  Good
SEDIMENT:  Fair 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720249 m, EASTING 0330414 m",38:47.7,CONVERSION,0,1
1126667,10359,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair    
ODOUR:  Good 
COLOUR:  Good/Fair
SEDIMENT:  Fair 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720048 m, EASTING 0330437 m",38:47.7,CONVERSION,0,0
1126677,5573,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good  
ODOUR:  Fair (H2S odour)  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719965 m, EASTING 0332026 m",38:47.7,CONVERSION,0,1
1126687,12175,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  No Comment (landowners do not drink the water)
ODOUR:  Good  
COLOUR:  Fair (rusty colour)
SEDIMENT:  Fair (rusty sediment) 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719956 m, EASTING 0331983 m",38:47.7,CONVERSION,0,0
1126697,12858,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good (with treatment)    
ODOUR:  Fair (with treatment)  
COLOUR:  Good (with treatment)
SEDIMENT:  Good (with treatment)
GAS OBSERVED IN WATER:  Yes

Pump System:  Submersible 
Water Treatment:  Softener and Sediment Filter

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719343 m, EASTING 0328419 m",38:47.7,CONVERSION,0,1
1126717,7483,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good
ODOUR:  Fair (H2S odour)  
COLOUR:  Good
SEDIMENT:  Good (rusty staining)
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5718429 m, EASTING 0330540 m",38:47.7,CONVERSION,0,1
1126727,11853,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good (very good)    
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5718983 m, EASTING 0330163 m",38:47.7,CONVERSION,0,0
1126907,7484,Contact Info,3,"Is the water supply currently enough for your present requirements?  No
TASTE:  Fair  (sulphur)
ODOUR:  Fair (H2S odour)
COLOUR:  Good
SEDIMENT:  Good
GAS OBSERVED IN WATER:  Yes

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5723758 m, EASTING 0323956 m",38:47.7,CONVERSION,0,1
1126917,11804,Contact Info,2,"Is the water supply currently enough for your present requirements?  No
TASTE:  Fair  
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Fair (sandy sediment)
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5723769 m, EASTING 0323999 m",38:47.7,CONVERSION,0,0
1126927,11805,Contact Info,2,"Is the water supply currently enough for your present requirements?  No
TASTE:  Fair  
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Fair (sandy sediment)
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5723737 m, EASTING 0323994 m",38:47.7,CONVERSION,0,0
1126937,10834,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  No Comment (Landowners do not drink the water)    
ODOUR:  Fair  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Iron and Softener

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719230 m, EASTING 0330135 m",38:47.7,CONVERSION,0,0
1126947,11140,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Fair 
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Reverse Osmosis Unit, Sediment Filter and Air Injection

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719316 m, EASTING 0330318 m",38:47.7,CONVERSION,0,0
1126957,9468,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Fair (H2S odour)
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Iron

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719387 m, EASTING 0330353 m",38:47.7,CONVERSION,0,1
1127037,7485,Contact Info,3,"Landowner indicated good colour, but fair taste and odour to water. Rust staining caused by water. Historical well analysis completed in 2008. Septic field 25 m north of well.",38:47.7,CONVERSION,0,1
1127087,9600,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good (Landowners do not drink the water; on town water)    
ODOUR:  Fair (H2S odour)  
COLOUR:  Fair (rusty colour)
SEDIMENT:  Fair (rusty sediment) 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5724194 m, EASTING 0325069 m",38:47.7,CONVERSION,0,1
1127107,12830,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good  
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5723846 m, EASTING 0328538 m",38:47.7,CONVERSION,0,0
1127127,12030,Contact Info,2,"Landowner indicated sodium taste, no odour, cloudy colour and no sediment to water. Rust staining caused by water. Septic field 250 m north of well.",38:47.7,CONVERSION,0,0
1127137,9984,Contact Info,2,Landowner indicated fair taste and sediment with no odour or colour. Rust staining caused by water. Septic field 100 m SW of well. Fuel storage 20 m south of well.,38:47.7,CONVERSION,0,0
1127217,6530,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Softener

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5719267 m, EASTING 0328436 m",38:47.7,CONVERSION,0,0
1127277,11212,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Iron

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5711540 m, EASTING 0317055 m",38:47.7,CONVERSION,0,0
1127287,10588,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes  
TASTE:  Good
ODOUR:  Good 
COLOUR:  Good 
SEDIMENT:  Good
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None 

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes
                                                                                                                                                                                                                                                                                                                                                                                       WATER WELL UTM: 12U, NORTHING 5686873 m, EASTING 0303130 m",38:47.7,CONVERSION,0,0
1127297,11141,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes  
TASTE:  Poor
ODOUR:  Poor (H2S odour)
COLOUR:  Good 
SEDIMENT:  Good
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None 

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes
                                                                                                                                                                                                                                                                                                                                                                                       WATER WELL UTM: 12U, NORTHING 5687051 m, EASTING 0304256 m",38:47.7,CONVERSION,0,1
1127307,10837,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes  
TASTE:  Fair
ODOUR:  Good
COLOUR:  Good 
SEDIMENT:  Fair (sometimes)
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None 

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes
                                                                                                                                                                                                                                                                                                                                                                                       WATER WELL UTM: 12U, NORTHING 5687183 m, EASTING 0304257 m",38:47.7,CONVERSION,0,0
1127317,9469,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair    
ODOUR:  Fair 
COLOUR:  Fair 
SEDIMENT:  Fair (rusty flakes once in a while)
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5688217 m, EASTING 0311562 m",38:47.7,CONVERSION,0,1
1127327,10735,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Fair 
COLOUR:  Fair (cloudy but settles out)
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5688285 m, EASTING 0311469 m",38:47.7,CONVERSION,0,0
1127337,11855,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5688216 m, EASTING 0311475 m",38:47.7,CONVERSION,0,0
1127527,7489,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5713663 m, EASTING 0326290 m",38:47.7,CONVERSION,0,0
1127537,11142,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Good
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Iron

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5713676 m, EASTING 0326499 m",38:47.7,CONVERSION,0,0
1127547,12178,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Poor (Landowners do not drink the water)    
ODOUR:  Fair  
COLOUR:  Good
SEDIMENT:  Fair (a little bit at bottom of cistern) 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible and Jet (jet in garage)
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5687595 m, EASTING 0309659 m",38:47.7,CONVERSION,0,1
1127557,11214,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes (well not in use at time of test)
TASTE:  No Comment (Landowners do not drink the water)    
ODOUR:  Fair 
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  No pump in well  - BWRI pump trailer used for test

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5684298 m, EASTING 0307383 m",38:47.7,CONVERSION,0,0
1127567,10590,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes (well not in use at time of test)
TASTE:  No Comment (Landowners do not drink the water)    
ODOUR:  Good  
COLOUR:  Fair
SEDIMENT:  Fair
GAS OBSERVED IN WATER:  No

Pump System:  Pump Jack 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5684085 m, EASTING 0307918 m",38:47.7,CONVERSION,0,1
1127577,11807,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair    
ODOUR:  Good 
COLOUR:  Poor (brown - tannins)
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible
Water Treatment:  None
Landowner advised that there are numerous (15) well ID reports; depth for this well is reported as 32.31 m.  Depth measured to pump is 40.56 m.
Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5718018 m, EASTING 0327034 m",38:47.7,CONVERSION,0,0
1127587,5577,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good 
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Jet 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5717826 m, EASTING 0327024 m",38:47.7,CONVERSION,0,0
1127597,12863,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair  
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Sediment Filter

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5692383 m, EASTING 0330949 m",38:47.7,CONVERSION,0,0
1127607,9470,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  No comment (Landowners do not drink the water)
ODOUR:  Poor (sulfur odour)  
COLOUR:  Good
SEDIMENT:  Fair 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5692341 m, EASTING 0330906 m",38:47.7,CONVERSION,0,1
1127627,11268,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair (high iron; landowners do not usually drink the water)    
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5686754 m, EASTING 0309501 m",38:47.7,CONVERSION,0,0
1127637,11808,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good  
ODOUR:  Fair (H2S odour)  
COLOUR:  Fair
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5683532 m, EASTING 0317705 m",38:47.7,CONVERSION,0,1
1127647,11143,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair (sulphur taste)    
ODOUR:  Good 
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5694576 m, EASTING 0328035 m",38:47.7,CONVERSION,0,1
1127657,12179,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair    
ODOUR:  Poor (H2S odour)  
COLOUR:  Fair
SEDIMENT:  Fair (good after filter) 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Sediment Filter

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5715335 m, EASTING 0326132 m",38:47.7,CONVERSION,0,1
1127667,9985,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5715498 m, EASTING 0326473 m",38:47.7,CONVERSION,0,0
1127677,11226,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5715495 m, EASTING 0326475 m",38:47.7,CONVERSION,0,0
1127727,11809,Contact Info,2,"Landowner indicated fair taste, good odour and colour, with no sediment to water. Historical well analysis completed in 2008. Septic field 60 m west of well.",38:47.7,CONVERSION,1,0
1127747,11757,Contact Info,3,Landowner indicated poor odour to water. Historical well analysis completed in 2007. Septic field 30 m NE of well. Fuel storage 25 m south of well.,38:47.7,CONVERSION,0,1
1127847,11811,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good  
ODOUR:  Fair (Petroleum odour)  
COLOUR:  Good (sometimes murky)
SEDIMENT:  Poor (lots of sediment)
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Softener (in house)

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5718401 m, EASTING 0326115 m",38:47.7,CONVERSION,0,1
1127857,7490,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Fair (salty)    
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Iron and Air Injection (Air Injection could not be bypassed)

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5715384 m, EASTING 0326035 m",38:47.7,CONVERSION,0,0
1127867,12835,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good    
ODOUR:  Good (sometimes sulphur odour)  
COLOUR:  Good
SEDIMENT:  Fair
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  Sediment Filter

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5725048 m, EASTING 0325404 m",38:47.7,CONVERSION,0,1
1127877,6534,Contact Info,3,"Is the water supply currently enough for your present requirements?  Yes (Landowner is on water pipeline for domestic use)
TASTE:  Fair (sulphur taste)    
ODOUR:  Fair (sulphur odour)  
COLOUR:  Good
SEDIMENT:  Fair 
GAS OBSERVED IN WATER:  No

Pump System:  Submersible 
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes                                                                                                           

WATER WELL UTM: 12U, NORTHING 5720002 m, EASTING 0328599 m",38:47.7,CONVERSION,0,1
1127887,11270,Contact Info,2,"Is the water supply currently enough for your present requirements?  Yes 
TASTE:  Good   
ODOUR:  Good  
COLOUR:  Good
SEDIMENT:  Good 
GAS OBSERVED IN WATER:  No

Pump System:  No pump (flowing well)
Water Treatment:  None

Privacy Issue Explained (ie. Copy of Report will be sent to AENV):  Yes
                                                                                                                                                                                                                                                                                                                                                                                       WATER WELL UTM: 12U, NORTHING 5738136 m, EASTING 0332261 m",38:47.7,CONVERSION,0,0
